年,一级品类,二级品类,三级品类,品牌,商品名,商品ID,销量(件),销售额(元),均价(元)
2019,彩妆香水,面部彩妆,粉底液,ZELENS,【李佳琦直播】ZELENS钻石养肤奶油肌粉底液保湿轻薄干皮正品Age,609558916561,5240,2719560,519
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼大师造型紧颜粉底液正品 轻薄服帖 保湿滋润遮瑕 立体提亮,565242430406,4298,2707740,630
2019,彩妆香水,面部彩妆,粉底液,魅可 M.a.c,【官方正品】MAC/魅可定制水漾轻盈粉底液滴管保湿持久不易脱妆,546683600984,7107,2700660,380
2019,彩妆香水,面部彩妆,粉底液,芭比波朗 Bobbi Brown,BOBBI BROWN芭比波朗胶囊粉底气垫 补水保湿遮瑕提亮自然水光,531298041367,6255,2689650,430
2019,彩妆香水,面部彩妆,粉底液,Physicians Formula,physicians formula pf元气舒缓粉底乳液 提亮肤色妆前乳SPF20,566531165164,18890,2654092,140.5
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳红参小蘑菇头气垫粉底液遮瑕保湿素颜BB美颜霜旗舰店正品,548018123984,17776,2648624,149
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,泰国Mistine 24小时粉底液女遮瑕化妆师专用保湿bb霜持久2支装,604435098648,24354,2630232,108
2019,彩妆香水,面部彩妆,粉底液,彩棠 Timage,【青瓷限量新品】TIMAGE彩棠粉底液遮瑕膏一体无瑕轻薄圣诞限定,609385710283,18796,2612644,139
2019,彩妆香水,面部彩妆,粉底液,稚优泉 Chioture,稚优泉粉底液 女保湿遮瑕裸妆持久学生平价提亮肤色,577549329982,42984,2597934,60.4
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻持妆无暇粉妆条 粉底棒 持久轻透 自然裸妆 高遮瑕 磨皮妆效,574557512278,6727,2556260,380
2019,彩妆香水,面部彩妆,粉底液,SUQQU,SUQQU晶采光艳粉霜记忆粉霜新版101奶油塑形滋润保湿持妆光泽遮瑕,601024425581,3037,2517673,829
2019,彩妆香水,面部彩妆,粉底液,魅力派 Wet N Wild,wet n wild湿又野自然遮瑕提亮持妆裸妆学生网红水润气垫粉底液,565291754790,34488,2496474,72.4
2019,彩妆香水,面部彩妆,粉底液,ZELENS,ZELENS青春养肤粉底液持久保湿干皮亲妈遮瑕水光肌官方正品Youth,586250232122,6610,2488837,376.5
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅粉底液24小时控油持久保湿遮瑕提亮裸妆BB霜粉底膏官网正品,572057522228,22643,2485725,109.8
2019,彩妆香水,面部彩妆,粉底液,韩婵,小蘑菇气垫粉底液CC棒裸妆保湿遮瑕bb霜持久提亮肤色送美白膜学生,571309811112,249583,2474456,9.9
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,Bourjois妙巴黎粉底果然果疗粉底液粉底霜水果疗保湿持久遮瑕美白,556718288660,39880,2467276,61.9
2019,彩妆香水,面部彩妆,粉底液,深蓝彩妆 Bleunuit,BLEUNUIT/深蓝彩妆正品感光无暇粉底膏霜保湿持久定妆控油遮瑕液,35325284934,23729,2439439,102.8
2019,彩妆香水,面部彩妆,粉底液,滋色 Zeesea,【双11新品开卖】ZEESEA毕加索恒效无瑕粉底液养肤遮瑕保湿持久,605648884653,28442,2421221,85.1
2019,彩妆香水,面部彩妆,粉底液,欧珀莱 Aupres,AUPRES/欧珀莱紧颜滋养粉底液 紧致滋润精华防晒遮瑕粉底液女底妆,589073570474,9418,2406510,255.5
2019,彩妆香水,面部彩妆,粉底液,凯朵 Kate,KATE/凯朵美妆悦现粉底液 遮瑕隔离保湿BB霜 自然肤色轻薄裸妆,41097610906,14775,2405935,162.8
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,bourjois/妙巴黎果然美肌精华啫喱粉底液30ml 保湿遮瑕控油不脱妆,556898350976,16999,2389792,140.6
2019,彩妆香水,面部彩妆,粉底液,Catrice,CATRICE 珂萃丝 原装进口24小时HD遮瑕水润粉底液 植物提取30ml,586859169927,36872,2381501,64.6
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKE UP FOR EVER/玫珂菲全新清晰无痕粉底液遮瑕水润高清 李佳琦,539744646603,6072,2380449,392
2019,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,珀莱雅粉底液遮瑕保湿持久控油水润养肤干皮油皮亲妈女官方旗舰店,598153823848,31715,2377564,75
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,【直营】法国MAKE UP FOR EVER玫珂菲进口双用水粉霜裸妆粉底液,556965532788,6643,2300593,346.3
2019,彩妆香水,面部彩妆,粉底液,植村秀 Shu-uemura,植村秀花瓣雾光粉底液油皮自然雾面裸妆持久遮瑕轻薄隐匿毛孔,558222649652,5403,2269260,420
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅奇焕光采粉底液女遮瑕不卡纹保湿水润提亮肤色持久自然正品,582243930916,9524,2268192,238.2
2019,彩妆香水,面部彩妆,粉底液,透真,透真粉底液保湿遮瑕提亮独角兽bb霜膏女持久控油化妆师专用品cc霜,575981606721,28921,2258001,78.1
2019,彩妆香水,面部彩妆,粉底液,珀兰娜 Planner,PLANNER/珀兰娜绘画粉底液女学生平价保湿遮瑕轻薄粉底调和液,601386772577,23942,2238756,93.5
2019,彩妆香水,面部彩妆,粉底液,Anastasia Beverly Hills,anastasia美国ABH光感粉底液柔焦雾感超长持妆轻盈哑光自然不闷痘,600050802421,6970,2228548,319.7
2019,彩妆香水,面部彩妆,粉底液,悦诗风吟 Innisfree,innisfree/悦诗风吟悦享随心定制粉底液 justin推荐 N2.3轻薄服帖,574933761209,11817,2221596,188
2019,彩妆香水,面部彩妆,粉底液,美茜儿 Maycheer,化妆师专用粉底液女遮瑕干皮大瓶学生平价混油皮bb霜提亮肤色持久,587365400098,58439,2204469,37.7
2019,彩妆香水,面部彩妆,粉底液,L.A.GIRL,L.A. GIRL洛杉矶女孩粉底液保湿遮瑕控油裸妆la lagirl女学生平价,570205162010,32116,2183925,68
2019,彩妆香水,面部彩妆,粉底液,Blank Me,BlankME小银盒礼盒套装精华气垫粉底液防晒雾面,603178495201,8053,2161457,268.4
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,YSL圣罗兰明彩无瑕粉底液 墨水粉底遮瑕不脱妆轻薄雾面哑光 正品,564990526371,3627,2067390,570
2019,彩妆香水,面部彩妆,粉底液,花迷 Hanamino,花迷小沙漏粉底液时光逆颜油皮亲妈持久滋润干皮遮瑕强奶油肌提亮,579013481288,8672,2059000,237.4
2019,彩妆香水,面部彩妆,粉底液,安美 Amy,Amy/安美金盖粉底霜 养肤粉底液遮瑕保湿持久控油裸妆bb霜女学生,596253857653,43665,2027931,46.4
2019,彩妆香水,面部彩妆,粉底液,娇兰 Guerlain,[官方正品]娇兰金钻修颜粉底液女干皮遮瑕保湿水润持久不易脱妆,538687372204,2837,2014270,710
2019,彩妆香水,面部彩妆,粉底液,Nico,Nico粉底液女干皮油皮亲妈持久水润保湿BB霜粉底控油遮瑕学生平价,562463367696,122636,1989111,16.2
2019,彩妆香水,面部彩妆,粉底液,科维曲 Couverturemp,Couverturemp科维曲养肤粉底液持妆保湿逆龄敏感肌沁水不脱妆裸妆,604092314709,19515,1984929,101.7
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,美国Revlon/露华浓粉底液遮瑕24小时美白保湿持久bb霜裸妆女正品,582237744077,30202,1981323,65.6
2019,彩妆香水,面部彩妆,粉底液,女优肌 Madre:x,Ex:beaute女优肌视觉系高清遮瑕滋润粉底液30g日本进口,556334734003,6883,1969636,286.2
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,蜜丝佛陀三合一粉底液膏妆前乳隔离防晒持久遮瑕裸妆轻薄保湿正品,44245002617,17896,1958452,109.4
2019,彩妆香水,面部彩妆,粉底液,迪奥 美妆 Dior,【顺丰包邮】Dior/迪奥凝脂恒久气垫粉底15g保湿裸妆遮瑕透气亮肤,557248157283,4541,1948481,429.1
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,美国MaxFactor蜜丝佛陀进口水漾触感粉底霜粉底液膏保湿遮瑕,557064701938,28265,1943636,68.8
2019,彩妆香水,面部彩妆,粉底液,资生堂 Shiseido,【超品预售】资生堂随肌应变光透粉底液 遮瑕 水润轻薄 光感通透,590074253014,4587,1926540,420
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKEUPFOREVER玫珂菲双效气垫粉底霜 防晒补水遮瑕提亮滋润,564756276251,5174,1916510,370.4
2019,彩妆香水,面部彩妆,粉底液,RMK,【直营】日本RMK进口水凝粉底液/霜 SPF14 白皙保湿遮 30g新版,548460686077,6428,1890409,294.1
2019,彩妆香水,面部彩妆,粉底液,珂芙缦 Covermark,COVERMARK中草粉底霜20g修护遮瑕粉底膏 日本养肤粉底液防晒裸妆,523962985022,5471,1887495,345
2019,彩妆香水,面部彩妆,粉底液,艾诺碧 Iope,iope气垫bb霜女亦博cc韩国lope遮瑕保湿持久ipoe干皮补妆水润防晒,537873542772,11109,1857833,167.2
2019,彩妆香水,面部彩妆,粉底液,资生堂 Shiseido,日本Shiseido资生堂完美意境粉底液霜奶油肌持久遮瑕提亮轻薄隔离,574441718366,21533,1857126,86.2
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻奇迹薄纱粉底液30ml 自然持久 隔离遮瑕 保湿BB霜 干皮挚爱,552715744475,3846,1846080,480
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,【十月】蜜丝佛陀水感粉底霜 遮瑕膏裸妆持久保湿不易脱妆控油BB,557415756147,14623,1826087,124.9
2019,彩妆香水,面部彩妆,粉底液,W.Lab,[双11]wlab超模粉底液W.Lab遮瑕保湿持久BB霜w干油皮亲妈控油,603950894813,20435,1818715,89
2019,彩妆香水,面部彩妆,粉底液,SUQQU,【直营】日本SUQQU进口记忆塑形奶油粉底霜 修饰肤色保湿  30g,587007222436,2590,1791058,691.5
2019,彩妆香水,面部彩妆,粉底液,娜斯 Nars,【618狂欢】NARS水凝光润气垫粉饼 保湿遮瑕裸妆轻薄不易脱妆,593878311092,3703,1777440,480
2019,彩妆香水,面部彩妆,粉底液,RMK,RMK丝薄粉底液30ml日本经典绢丝矮方瓶保湿清爽素颜自然光泽,599989508420,4641,1758939,379
2019,彩妆香水,面部彩妆,粉底液,韩粉世家 Hiface,HIFACE韩粉世家干皮亲妈小黑帽虫草粉底液女保湿遮瑕不脱妆正品,575607837685,19753,1747175,88.5
2019,彩妆香水,面部彩妆,粉底液,圣罗兰 Yves Saint Laurent（ysl）,新品 YSL圣罗兰恒颜无瑕粉底液25ml all hours轻透遮瑕持久哑光,586948996076,3003,1741740,580
2019,彩妆香水,面部彩妆,粉底液,RMK,正品日本RMK粉底液水凝丝薄粉底霜保湿遮瑕控油隔离方瓶30g/30ml,583716071452,5942,1717956,289.1
2019,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【情人节】纪梵希恒颜清透粉底液 柔焦美颜 无瑕透亮 遮瑕 正品,563530560832,3610,1711690,474.2
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,【直营】法国MAKE UP FOR EVER玫珂菲进口全新清晰无痕粉底液30ml,557163471387,6024,1711259,284.1
2019,彩妆香水,面部彩妆,粉底液,张大奕 Big Eve,BIGEVE张大奕沁润柔光精华粉底液养肤小胖丁遮瑕提亮水润保湿,603743124535,17723,1707924,96.4
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,泰国Mistine24小时粉底液化妆品 保湿遮瑕 控油油皮 蜜丝婷正品女,573699464154,33797,1706251,50.5
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,Revlon/露华浓24小时不脱色粉底液保湿遮瑕美白光感持久控油美国,546746740860,32576,1702064,52.2
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,卡姿兰微雾光持妆粉底液 混油皮保湿遮瑕不脱妆女bb霜隔离持久,590765878414,13710,1690460,123.3
2019,彩妆香水,面部彩妆,粉底液,爱敬 爱纪二十之 Aekyung Age 20's,韩国爱敬气垫 age 20s气垫bb霜精华粉底水粉霜保湿水润遮瑕服帖,571153236591,8298,1660109,200.1
2019,彩妆香水,面部彩妆,粉底液,Fenty Beauty By Rihanna,FENTYBEAUTY蕾哈娜滤镜大师水盈裸肌粉底液32ml,599503618505,4741,1602458,338
2019,彩妆香水,面部彩妆,粉底液,海蓝之谜 Lamer,LA MER海蓝之谜鎏光焕变气垫粉底液女防晒保湿补水,592937991258,1599,1599000,1000
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻菁纯臻颜精华粉底液30ml 持久控油养肤 隔离遮瑕 官方正品,585259823344,1738,1598960,920
2019,彩妆香水,面部彩妆,粉底液,土家硒泥坊,土家硒泥坊粉底液膏乳正品学生持久保湿遮瑕裸妆控油不易脱妆bb霜,564702061531,21710,1579496,72.8
2019,彩妆香水,面部彩妆,粉底液,荣颜,完美玻璃瓶粉底液 隔离霜 遮瑕保湿 提亮肤色 持久控油不脱妆,597042293003,4232,1547700,365.7
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,双11预售 Revlon露华浓粉底液套装24h小时不脱色遮瑕持久彩妆底妆,605930706588,11917,1537293,129
2019,彩妆香水,面部彩妆,粉底液,毛戈平 Maogeping,毛戈平无痕粉膏深海冒险限定款遮暇液提亮防水女学生平价赠粉扑,595070030448,10640,1525580,143.4
2019,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,肌肤之钥CPB粉底 光缎粉底液30ml 保湿遮瑕防晒裸妆持久修饰肤色,533105188452,1553,1521940,980
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,【正品】Armani/阿玛尼凝采轻垫精华粉底液气垫轻薄保湿,575418649721,3991,1516580,380
2019,彩妆香水,面部彩妆,粉底液,珂莱欧 Clio,Clio珂莱欧官方旗舰店无瑕魔力凝脂水光肌气垫女遮瑕官方正品,578618842694,9492,1493336,157.3
2019,彩妆香水,面部彩妆,粉底液,珀莱雅 Proya,珀莱雅素颜霜春夏学生遮瑕裸妆提亮肤色补水保湿懒人面霜女正品,556795091345,32247,1492072,46.3
2019,彩妆香水,面部彩妆,粉底液,唇骑士 Liphop,liphop粉底液持久保湿遮瑕膏控油裸妆不易脱妆独角兽bb霜女士正品,587422080739,69516,1489087,21.4
2019,彩妆香水,面部彩妆,粉底液,资生堂 Shiseido,日本Shiseido资生堂完美意境粉底液霜25g持久遮瑕轻薄隔离提亮,568387084574,14007,1488230,106.2
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,泰国mistine粉底液24小时女学生平价BB正品持久遮瑕干皮亲妈补水,591442200983,19063,1469467,77.1
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,11.11预售蜜丝佛陀烟酰胺粉底液膏控油保湿遮瑕雾感裸妆,578091708248,13099,1459203,111.4
2019,彩妆香水,面部彩妆,粉底液,美康粉黛,美康粉黛白檀丝雾粉底液 持久不易脱妆保湿滋润防水遮瑕妆前乳,559274642739,31510,1438412,45.6
2019,彩妆香水,面部彩妆,粉底液,ZFC,ZFC名师水感亲肤粉底膏 遮瑕膏控油不易脱妆粉底液保湿彩妆,555896237530,10934,1434928,131.2
2019,彩妆香水,面部彩妆,粉底液,ZELENS,【双11预售】ZELENS青春焕彩粉底液干皮亲妈保湿水润水光肌Youth,602909405319,3876,1430244,369
2019,彩妆香水,面部彩妆,粉底液,兰蔻 Lancome,兰蔻新持妆气垫 新空气轻垫轻透粉底液 高遮瑕BB霜 隔离持久 服帖,598802130522,3147,1416150,450
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳小蘑菇气垫BB粉底液CC霜保湿遮瑕持久裸妆提亮肤色旗舰店,547711153391,12956,1401713,108.2
2019,彩妆香水,面部彩妆,粉底液,资生堂 Shiseido,资生堂心机星魅粉底液 控油持久保湿遮瑕BB霜 油皮亲妈 不易脱妆,565830108211,7492,1398746,186.7
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,泰国mistine24小时粉底液BB霜遮瑕保湿控油持久女学生干油皮正品,600132385802,33867,1396778,41.2
2019,彩妆香水,面部彩妆,粉底液,PT,PT铂金雪花磁石气垫霜粉底膏水润保湿遮瑕控油裸妆素颜持久定妆,580168333477,22858,1383037,60.5
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,【限量福利】雅诗兰黛DW持妆粉底液 油皮亲妈持久不脱妆防晒遮瑕,533950298675,3546,1382940,390
2019,彩妆香水,面部彩妆,粉底液,BELL,波兰bell粉底液贝尔自然色低敏保湿遮瑕提亮控油持久女学生正品,581240336755,16274,1376134,84.6
2019,彩妆香水,面部彩妆,粉底液,AMIIR,艾米尔粉底液保湿遮瑕强控油裸妆持久学生平价化妆师专用BB霜女,528798691944,37696,1371596,36.4
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,MAKE UP FOR EVER/玫珂菲丝绒无瑕持妆粉底霜,599130543917,3414,1347805,394.8
2019,彩妆香水,面部彩妆,粉底液,赫妍 Hera,Hera/赫妍2019黑金气垫粉底液春夏限定款遮瑕黄白皮不浮粉半哑光,602482264789,3352,1342811,400.6
2019,彩妆香水,面部彩妆,粉底液,芷轩堂,芷轩堂遮暇粉底液保湿控油提亮裸妆不易脱妆轻薄持久bb霜膏女正品,585319067930,15888,1340074,84.3
2019,彩妆香水,面部彩妆,粉底液,sensilis,sensilis臻采塑颜粉底霜保湿控油持久遮瑕防水不脱妆提亮肤色修容,552789056920,5239,1338951,255.6
2019,彩妆香水,面部彩妆,粉底液,韩后 Hanhoo,韩后粉底液女学生平价遮瑕保湿控油持久轻薄油干皮亲妈粉底液膏霜,593992055120,17713,1320886,74.6
2019,彩妆香水,面部彩妆,粉底液,ZFC,zfc柔光粉底液 遮瑕液持久保湿滋润粉底霜粉底膏 防水BB霜,5557095081,44555,1317442,29.6
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅彩妆复颜提拉紧肤精华粉底液遮瑕BB霜提亮肤色淡化细纹正品,563422593629,5284,1304934,247
2019,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记粉底液保湿遮瑕控油裸妆不易脱妆持久独角兽bb霜膏女正品,589805375443,25689,1301781,50.7
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅彩妆奇焕光采粉底液隔离保湿遮瑕不脱妆裸妆持久自然正品,572381337234,5504,1293702,235
2019,彩妆香水,面部彩妆,粉底液,雅诗兰黛 Estee Lauder,雅诗兰黛 白金级奢宠臻采粉底液SPF15/PA+++ 补水保湿 遮瑕养肤,523368402322,1448,1274240,880
2019,彩妆香水,面部彩妆,粉底液,PAESE,PAESE派斯长效持久粉底液膏控油保湿裸妆遮瑕防水防汗不脱妆波兰,580744935675,14278,1270742,89
2019,彩妆香水,面部彩妆,粉底液,透蜜,透蜜粉底液保湿遮瑕控油裸妆不易脱妆持久独角兽bb霜膏女正品,579832833581,18153,1268895,69.9
2019,彩妆香水,面部彩妆,粉底液,肌肤之钥 Cle de peau beaute,肌肤之钥CPB套装 妆前霜/乳/隔离乳+光缎粉霜 遮瑕控油 持久底妆,539322356289,981,1261820,1286.3
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳粉底液霜膏保湿遮瑕持久裸妆不易脱妆提亮女正品,577541128631,14464,1261793,87.2
2019,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记精华滴管粉底液女水润轻薄保湿遮瑕控油裸妆持久正品,575854221403,15102,1260473,83.5
2019,彩妆香水,面部彩妆,粉底液,嘉娜宝 Kanebo,Kanebo/嘉娜宝佳丽宝 Impress GRANMULA印象之美端正环采粉霜,559006261940,1036,1257742,1214
2019,彩妆香水,面部彩妆,粉底液,玫珂菲 Make Up For Ever,【双11狂欢】MAKEUPFOREVER玫珂菲黄明昊双11礼盒清晰无痕粉底液,602737012504,3182,1256890,395
2019,彩妆香水,面部彩妆,粉底液,汤姆福特 Tom Ford,【官方正品】TOM FORD 汤姆福特璀璨流光气垫粉底液 TF白气垫,606629574022,1817,1253730,690
2019,彩妆香水,面部彩妆,粉底液,蜜丝佛陀 Maxfactor,11.11预售蜜丝佛陀水感粉底液霜遮瑕膏裸妆持久保湿控油,44506391068,10869,1253511,115.3
2019,彩妆香水,面部彩妆,粉底液,美康粉黛,美康粉黛粉底乳 保湿防水控油遮瑕提亮肤粉底液妆前乳旗舰店正品,539325121752,41657,1245779,29.9
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液女 干皮油皮亲妈 保湿遮瑕防晒 持久控油不脱妆,558713040841,17528,1242654,70.9
2019,彩妆香水,面部彩妆,粉底液,爱敬 爱纪二十之 Aekyung Age 20's,韩国爱敬气垫bb霜age20s官方旗舰店粉底膏水粉霜遮瑕保湿持久控油,582677421511,7903,1234619,156.2
2019,彩妆香水,面部彩妆,粉底液,欧珀莱 Aupres,【618预售】欧珀莱紧颜滋养粉底液滋润紧致精华防晒遮瑕粉底液女,593656445424,4720,1227200,260
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅粉底液bb霜女遮瑕液膏 哑光控油持久遮瑕不脱妆官方旗舰店,572058402033,10649,1226875,115.2
2019,彩妆香水,面部彩妆,粉底液,毛戈平 Maogeping,毛戈平光感柔润粉底液妆容服帖自然裸妆遮瑕滋养柔润持妆,15966844615,4748,1225620,258.1
2019,彩妆香水,面部彩妆,粉底液,花西子 Florasis,花西子玉容雪莲养肤哑光粉底液/混油皮油皮亲妈遮瑕保湿持久高清,605712387657,6081,1210119,199
2019,彩妆香水,面部彩妆,粉底液,BH,BH干皮粉底液女遮瑕控油保湿持久学生李佳琦推荐平价水润油皮亲妈,603601128872,21494,1202000,55.9
2019,彩妆香水,面部彩妆,粉底液,高姿 Cogi,高姿粉底液遮瑕保湿女学生干皮亲妈水润养肤控油皮平价底妆正品,604432455343,14886,1199614,80.6
2019,彩妆香水,面部彩妆,粉底液,露华浓 Revlon,【直营】美国Revlon露华浓进口粉底液持久无暇水润不脱色110#150#,544896225453,15393,1197778,77.8
2019,彩妆香水,面部彩妆,粉底液,蜜丝婷（美诗婷） Mistine,【直营】泰国Mistine进口24h不脱妆粉底液遮瑕持久隔离控油25ml,564585028942,21930,1196600,54.6
2019,彩妆香水,面部彩妆,粉底液,卡姿兰 Carslan,乐华七子卡姿兰轻润无瑕粉底液遮瑕保湿提亮持久不暗沉大咖粉底液,579270338595,8648,1188672,137.5
2019,彩妆香水,面部彩妆,粉底液,蝶翠诗 Dhc,DHC紧致焕肤浓密滋润粉底液SPF25PA++ 40g 保湿型遮盖暗沉提亮,42141086789,6238,1181797,189.5
2019,彩妆香水,面部彩妆,粉底液,简本色,简本色泡泡粉底液遮瑕干油皮提亮保湿持久裸妆水润控油BB霜气垫女,605250170186,12022,1178156,98
2019,彩妆香水,面部彩妆,粉底液,妙巴黎 Bourjois,法国Bourjois妙巴黎进口果疗美肌精华啫喱粉底液 保湿遮瑕 30ml,567121010925,13907,1171723,84.3
2019,彩妆香水,面部彩妆,粉底液,江原道 Koh Gen Do,日本Kohgendo江原道水漾美肌养肤裸妆粉底液30ml保湿提亮防晒轻薄,575579579560,4467,1171024,262.1
2019,彩妆香水,面部彩妆,粉底液,珂莱欧 Clio,【预售15天内发货】珂莱欧魔镜二代气垫BB霜防晒遮瑕持久粉底液,603000117322,6055,1167860,192.9
2019,彩妆香水,面部彩妆,粉底液,珀兰娜 Planner,planner/珀兰娜绘画粉底液女遮瑕持妆出色不脱妆水润轻薄干皮亲妈,609366424743,11294,1163282,103
2019,彩妆香水,面部彩妆,粉底液,印之泉 Innziqorn,印之泉粉底液保湿遮瑕防水控油裸妆不易脱妆持久提亮肤色bb霜膏女,576731892664,19278,1154752,59.9
2019,彩妆香水,面部彩妆,粉底液,毛戈平 Maogeping,毛戈平奢华鱼子无瑕气垫粉底液女  遮瑕裸妆保湿底妆化妆师专用,571551537940,3839,1147474,298.9
2019,彩妆香水,面部彩妆,粉底液,诗馨语,诗馨语粉底液持久保湿遮瑕膏水润控油裸妆bb霜女学生平价正品,606441075140,16250,1135875,69.9
2019,彩妆香水,面部彩妆,粉底液,欧莱雅 L'oreal,欧莱雅24小时粉底液恒放溢彩哑光持妆控油保湿遮瑕裸妆bb霜女正品,559551259756,11254,1126930,100.1
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fitme粉底液 李佳琦推荐fit me遮瑕保湿控油持久旗舰店正品,584978633142,11115,1116262,100.4
2019,彩妆香水,面部彩妆,粉底液,透真,透真泡泡粉底液遮瑕保湿持久水润控油BB水粉底气垫干皮女学生平价,600650992826,20424,1096067,53.7
2019,彩妆香水,面部彩妆,粉底液,雅妃德 Avid,AVID雅妃德沁水粉底液干皮亲妈补水持久遮瑕水润奶油肌女学生平价,591578306870,17294,1092196,63.2
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲梦幻丝柔呼吸粉底液清爽保湿持久遮瑕强 自然裸妆bb霜 正品,535433202998,9173,1091466,119
2019,彩妆香水,面部彩妆,粉底液,珂拉琪 Color Key,ColorKey玻尿酸轻养无瑕粉底液女保湿遮瑕控油裸妆不脱妆持久BB霜,585591712947,12376,1091054,88.2
2019,彩妆香水,面部彩妆,粉底液,RMK,RMK水凝光采粉霜EX30g日本进口光泽粉底控油保湿打底持妆升级版,601896658433,2325,1090425,469
2019,彩妆香水,面部彩妆,粉底液,珂芙缦 Covermark,【直营】日本Covermark进口修护粉底霜修饰肤色软管 3色可选20g,562488309772,3964,1089050,274.7
2019,彩妆香水,面部彩妆,粉底液,玛丽黛佳 Marie Dalgar,玛丽黛佳小蘑菇头气垫bb粉底液持久保湿裸妆遮瑕正品女学生旗舰店,576599472786,7216,1075184,149
2019,彩妆香水,面部彩妆,粉底液,悠宜 Unny Club,unny粉底液女大瓶学生平价保湿遮瑕美白24小时持久控油干皮化妆师,584511360229,18223,1075157,59
2019,彩妆香水,面部彩妆,粉底液,纪梵希 Givenchy,【官方正品】纪梵希绒雾哑光粉底液 超长持妆 轻薄自然 雾面妆效,565007063446,2383,1068755,448.5
2019,彩妆香水,面部彩妆,粉底液,乔治阿玛尼 Armani Beauty,阿玛尼柔亮自然粉底液官方正品LSF 畅销经典 丝光保湿轻薄奶油肌,562194331925,1820,1055600,580
2019,彩妆香水,面部彩妆,粉底液,美宝莲 Maybelline,美宝莲fit me粉底液轻薄滋润fitme哑光控油保湿遮瑕裸妆30ML正品,569215745504,11788,1052694,89.3
2019,彩妆香水,面部彩妆,粉底液,泰芮 By Terry,BY TERRY/泰芮天鹅绒明彩无瑕粉底液35ml遮瑕保湿底妆粉霜气垫膏,601963799765,2323,1049356,451.7
2019,彩妆香水,面部彩妆,粉底液,薇蒂艾儿 Vdl,VDL璀璨持妆粉底液30ml 保湿遮瑕裸妆 官方旗舰店,553222594789,5060,1028642,203.3
2019,彩妆香水,面部彩妆,粉底液,完美日记 Perfect Diary,完美日记干皮粉底液女遮瑕保湿持久植物水精华不暗沉,604795484840,4671,1022949,219
